row_id,invoice_type,invoice_date,customer_code,customer_name,order_code,account_detail,subtotal,tax,total_amount
1.0,فاکتور فروش,1403/01/15,09/083,سازه پویش,سازه پویش - 28939,402J/01013,590632090.4,59063209.0,649695299.4
2.0,فاکتور فروش,1403/01/20,09/083,سازه پویش,سازه پویش - 28939,402J/01013,457742182.8,45774218.3,503516401.1
3.0,فاکتور فروش,1403/01/26,09/083,سازه پویش,سازه پویش - 28939,402J/01013,197973768.0,19797376.8,217771144.8
4.0,فاکتور فروش,1403/01/28,09/083,سازه پویش,سازه پویش - 28939,402J/01013,398780734.6,39878073.5,438658808.1
5.0,فاکتور فروش,1403/01/29,09/164,باسط پژوه تهران,باسط پژوه  - 28751,402J/01043,90186800.0,9018680.0,100107348.0
6.0,فاکتور فروش,1403/01/29,09/552,نیکو الکترونیک پیشرو,نیکو الکترونیک پیشرو - 28969,N10068,887400000.0,88740000.0,976140000.0
7.0,فاکتور فروش,1403/01/29,09/164,باسط پژوه تهران,باسط پژوه  - 28747,402J/01043,149689050.0,14968905.0,166154845.5
8.0,فاکتور فروش,1403/01/30,09/588,صنعت سازه سیم پویش,صنعت سازه سیم پویش - 810,402J/01082,3000000.0,300000.0,3300000.0
9.0,فاکتور فروش,1403/01/30,09/083,سازه پویش,سازه پویش - 28990,402J/01083,133402500.0,13340250.0,146742750.0
10.0,فاکتور فروش,1403/01/30,09/588,صنعت سازه سیم پویش,صنعت سازه سیم پویش - 28988,402J/01082,3780655.0,378065.5,4158720.5
11.0,فاکتور فروش,1403/01/31,09/083,سازه پویش,سازه پویش - 28990,402J/01083,119022750.0,11902275.0,130925025.0
12.0,فاکتور فروش,1403/02/02,09/566,آنیک الکترونیک کویر یزد,آنیک الکترونیک کویر یزد - ‏_x001F_28937,10883,286617921.7,28661792.2,315279713.9
13.0,فاکتور فروش,1403/02/03,09/094,شیوا امواج,شیوا امواج - ‏_x001F_28864,402J/01048,278965300.0,27896530.0,306861830.0
14.0,فاکتور فروش,1403/02/03,09/094,شیوا امواج,شیوا امواج - ‏_x001F_28869,402J/01048,518449000.0,51844900.0,570293900.0
15.0,فاکتور فروش,1403/02/03,09/094,شیوا امواج,شیوا امواج - 28862,402J/01048,34464085.8,3446408.6,37910494.4
16.0,فاکتور فروش,1403/02/03,09/094,شیوا امواج,شیوا امواج - ‏_x001F_28871,402J/01048,85091028.5,8509102.8,93600131.3
17.0,فاکتور فروش,1403/02/03,09/094,شیوا امواج,شیوا امواج - ‏_x001F_28886,402J/01048,299565000.0,29956500.0,329521500.0
18.0,فاکتور فروش,1403/02/03,09/094,شیوا امواج,شیوا امواج - 28901,402J/01048,364415410.2,36441541.0,400856951.2
19.0,فاکتور فروش,1403/02/05,09/460,مهندسی مرصوص کام,مرصوص کام - ‏_x001F_28963,402J/01074,26951100.0,2695110.0,30686210.0
20.0,فاکتور فروش,1403/02/05,09/083,سازه پویش,سازه پویش - ‏_x001F_28994,402J/01083,45551520.0,4555152.0,50106672.0
21.0,فاکتور فروش,1403/02/06,09/083,سازه پویش,سازه پویش - ‏_x001F_28994,402J/01083,45551520.0,4555152.0,50106672.0
22.0,فاکتور فروش,1403/02/06,09/089,مهندسی مهاران,مهندسی مهاران - ‏_x001F_28821,402J/01050,91443624.8,9144362.5,100587987.3
23.0,فاکتور فروش,1403/02/06,09/089,مهندسی مهاران,مهندسی مهاران - ‏_x001F_28826,402J/01050,209118507.8,20911850.8,230030358.6
24.0,فاکتور فروش,1403/02/07,09/083,سازه پویش,سازه پویش - ‏_x001F_28994,402J/01083,45551520.0,4555152.0,50106672.0
25.0,فاکتور فروش,1403/02/08,09/083,سازه پویش,سازه پویش - 28990,402J/01083,487528984.4,48752898.5,536281882.9
26.0,فاکتور فروش,1403/02/09,09/083,سازه پویش,سازه پویش - ‏_x001F_28994,402J/01083,129911040.0,12991104.0,142902144.0
27.0,فاکتور فروش,1403/02/10,09/566,آنیک الکترونیک کویر یزد,آنیک الکترونیک کویر یزد - 28914,10883,3340458.0,334045.8,3674503.8
28.0,فاکتور فروش,1403/02/11,09/083,سازه پویش,سازه پویش - ‏_x001F_28994,402J/01083,133314115.2,13331411.5,146645526.7
29.0,فاکتور فروش,1403/02/11,09/083,سازه پویش,سازه پویش - 28983,402J/01083,13935290.0,1393529.0,15328819.0
30.0,فاکتور فروش,1403/02/13,09/083,سازه پویش,سازه پویش - 28983,402J/01083,26616403.9,2661640.4,29278044.3
31.0,فاکتور فروش,1403/02/16,09/243,تابا الکترونیک,تابا الکترونیک  - 28972,402J/01077,363591103.2,36359110.3,403586124.5
32.0,فاکتور فروش,1403/02/16,09/243,تابا الکترونیک,تابا الکترونیک  - ‏_x001F_28974,402J/01077,354737334.0,35473733.4,393758440.7
33.0,فاکتور فروش,1403/02/16,09/113,کاوندیش سیستم,کاوندیش سیستم - ‏_x001F_28980,402J/01078,28087261.0,2808726.1,30895987.1
34.0,فاکتور فروش,1403/02/16,09/083,سازه پویش,سازه پویش - ‏_x001F_28994,402J/01083,45551520.0,4555152.0,50106672.0
35.0,فاکتور فروش,1403/02/16,09/243,تابا الکترونیک,تابا الکترونیک  - ‏_x001F_28976,402J/01077,605681880.0,60568188.0,672306886.8
36.0,فاکتور فروش,1403/02/17,09/083,سازه پویش,سازه پویش - ‏_x001F_28994,402J/01083,216660360.0,21666036.0,238326396.0
37.0,فاکتور فروش,1403/02/17,09/590,آقای بیعتی,فروزش پخش - 28970,402J/01076,235000000.0,23500000.0,258500000.0
38.0,فاکتور فروش,1403/02/17,09/089,مهندسی مهاران,مهندسی مهاران - ‏_x001F_28826,402J/01050,10474012.8,1047401.3,11521414.1
39.0,فاکتور فروش,1403/02/18,09/083,سازه پویش,سازه پویش - ‏_x001F_28997,402J/01083,141984485.7,14198448.6,156182934.3
40.0,فاکتور فروش,1403/02/18,09/113,کاوندیش سیستم,کاوندیش سیستم - ‏_x001F_28981,402J/01078,71364574.6,7136457.5,78501032.1
41.0,فاکتور فروش,1403/02/19,09/113,کاوندیش سیستم,کاوندیش سیستم - ‏_x001F_28978,402J/01078,81752274.9,8175227.4,89927502.3
42.0,فاکتور فروش,1403/02/19,09/489,الکترونیک کاران,الکترونیک کاران - ‏_x001F_28986,402J/01079,10250000.0,1025000.0,11525000.0
43.0,فاکتور فروش,1403/02/19,09/243,تابا الکترونیک,تابا الکترونیک  - 28920,402J/01067,67463200.0,6746320.0,74884152.0
44.0,فاکتور فروش,1403/02/19,09/083,سازه پویش,سازه پویش - ‏_x001F_28994,402J/01083,55306223.0,5530622.3,60836845.3
45.0,فاکتور فروش,1403/02/20,09/083,سازه پویش,سازه پویش - 28993,402J/01083,576641453.3,57664145.3,634305598.6
46.0,فاکتور فروش,1403/02/23,09/552,نیکو الکترونیک پیشرو,نیکو الکترونیک پیشرو - ‏_x001F_28965,402N/03/012,170353000.0,17035300.0,187388300.0
47.0,فاکتور فروش,1403/02/23,09/566,آنیک الکترونیک کویر یزد,آنیک الکترونیک کویر یزد - 28989,10883,9018870.0,901887.0,9920757.0
48.0,فاکتور فروش,1403/02/24,09/013,صنایع تولیدی کروز,صنغت تولیدی کروز - 29008,403J/01090,8731144.0,873114.4,9604258.4
49.0,فاکتور فروش,1403/02/24,09/101,افزار آزما,افزار آزما - 28987,1402J/01081,384405000.0,38440500.0,422845500.0
50.0,فاکتور فروش,1403/02/25,09/489,الکترونیک کاران,الکترونیک کاران - 28982,402J/01079,450024500.0,45002450.0,499527195.0
51.0,فاکتور فروش,1403/02/26,09/489,الکترونیک کاران,الکترونیک کاران - 28984,402J/01079,260939000.0,26093900.0,289642290.0
52.0,فاکتور فروش,1403/02/27,09/083,سازه پویش,سازه پویش - ‏_x001F_28998,402J/01083,1048130873.7,104813087.4,1152943961.1
53.0,فاکتور فروش,1403/02/29,09/083,سازه پویش,سازه پویش - 29007,402J/01089,2465170.4,246517.0,2711687.4
54.0,فاکتور فروش,1403/02/30,09/094,شیوا امواج,شیوا امواج - ‏_x001F_28878,402J/01048,320621000.0,32062100.0,352683100.0
55.0,فاکتور فروش,1403/02/30,09/094,شیوا امواج,شیوا امواج - ‏_x001F_28877,402J/01048,505991589.8,50599159.0,556590748.8
56.0,فاکتور فروش,1403/02/30,09/094,شیوا امواج,شیوا امواج - 28885,402J/01048,185689215.0,18568921.5,204258136.5
57.0,فاکتور فروش,1403/02/30,09/083,سازه پویش,سازه پویش - ‏_x001F_28997,402J/01083,348352054.8,34835205.5,383187260.3
58.0,فاکتور فروش,1403/02/31,09/083,سازه پویش,سازه پویش - ‏_x001F_28997,402J/01083,304963950.0,30496395.0,335460345.0
59.0,فاکتور فروش,1403/03/01,09/591,شرکت ادنیس الکترونیک ,شرکت آدنیس الکترونیک - 28921,402J/01068,33378000.0,3337800.0,37049580.0
60.0,فاکتور فروش,1403/03/01,09/083,سازه پویش,سازه پویش - 811,402J/01083,9000000.0,900000.0,9900000.0
61.0,فاکتور فروش,1403/03/01,09/083,سازه پویش,سازه پویش - ‏_x001F_28997,402J/01083,468631269.0,46863126.9,515494395.9
62.0,فاکتور فروش,1403/03/05,09/083,سازه پویش,سازه پویش - ‏_x001F_28996,402J/01083,283701304.6,28370130.5,312071435.1
63.0,فاکتور فروش,1403/03/08,09/083,سازه پویش,سازه پویش - ‏_x001F_28996,402J/01083,4093794.0,409379.4,4503173.4
64.0,فاکتور فروش,1403/03/08,09/094,شیوا امواج,شیوا امواج - 28867,402J/01048,140006208.6,14000620.9,154006829.5
65.0,فاکتور فروش,1403/03/08,09/094,شیوا امواج,شیوا امواج - ‏_x001F_28927,402J/01048,800112556.9,80011255.7,880123812.6
66.0,فاکتور فروش,1403/03/08,09/083,سازه پویش,سازه پویش - ‏_x001F_28996,402J/01083,91103040.0,9110304.0,100213344.0
67.0,فاکتور فروش,1403/03/08,09/083,سازه پویش,سازه پویش - 29033,402J/01083,98694960.0,9869496.0,108564456.0
68.0,فاکتور فروش,1403/03/09,09/083,سازه پویش,سازه پویش - 29033,402J/01083,189798000.0,18979800.0,208777800.0
69.0,فاکتور فروش,1403/03/10,09/083,سازه پویش,سازه پویش - ‏_x001F_28997,402J/01083,101654650.0,10165465.0,111820115.0
70.0,فاکتور فروش,1403/03/12,09/243,تابا الکترونیک,تابا الکترونیک  - ‏_x001F_28974,402J/01077,655088086.0,65508808.6,720596894.6
71.0,فاکتور فروش,1403/03/12,09/243,تابا الکترونیک,تابا الکترونیک  - ‏_x001F_28976,402J/01077,354217120.0,35421712.0,389638832.0
72.0,فاکتور فروش,1403/03/12,09/083,سازه پویش,سازه پویش - 29033,402J/01083,294154910.0,29415491.0,323570401.0
73.0,فاکتور فروش,1403/03/13,09/083,سازه پویش,سازه پویش - ‏_x001F_28997,402J/01083,123002126.5,12300212.7,135302339.2
74.0,فاکتور فروش,1403/03/13,09/083,سازه پویش,سازه پویش - ‏_x001F_29037,403J/01097,4130116.6,413011.7,4543128.3
75.0,فاکتور فروش,1403/03/13,09/083,سازه پویش,سازه پویش - 29042,403J/01097,3089138.0,308913.8,3398051.8
76.0,فاکتور فروش,1403/03/20,09/552,نیکو الکترونیک پیشرو,نیکو الکترونیک پیشرو - 28861,402N/03/010,17353000.0,1735300.0,19088300.0
77.0,فاکتور فروش,1403/03/22,09/083,سازه پویش,سازه پویش - ‏_x001F_29037,403J/01097,5061820.8,506182.1,5568002.9
78.0,فاکتور فروش,1403/03/22,09/083,سازه پویش,سازه پویش - 29047,403J/01097,5186608.0,518660.8,5705268.8
79.0,فاکتور فروش,1403/03/24,09/083,سازه پویش,سازه پویش - 29052,403J/01102,379596000.0,37959600.0,417555600.0
80.0,فاکتور فروش,1403/03/27,09/083,سازه پویش,سازه پویش - 29052,403J/01102,379596000.0,37959600.0,417555600.0
81.0,فاکتور فروش,1403/03/29,09/038,فاراتل,فاراتل  - 29032,403J/01096,225079478.7,22507947.9,249838221.4
82.0,فاکتور فروش,1403/03/29,09/101,افزار آزما,افزار آزما - 29009,402J/01091,118517000.0,11851700.0,130368700.0
83.0,فاکتور فروش,1403/03/29,09/590,آقای بیعتی,فروزش پخش - 29044,403J/01099,466963800.0,46696380.0,513660180.0
84.0,فاکتور فروش,1403/03/30,09/489,الکترونیک کاران,الکترونیک کاران - 28992,402J/01085,320284000.0,32028400.0,352312400.0
85.0,فاکتور فروش,1403/03/30,09/113,کاوندیش سیستم,کاوندیش سیستم - ‏_x001F_28981,402J/01078,15033756.2,1503375.6,16537131.8
86.0,فاکتور فروش,1403/03/30,09/113,کاوندیش سیستم,کاوندیش سیستم - ‏_x001F_28980,402J/01078,25084813.5,2508481.4,27593294.9
87.0,فاکتور فروش,1403/03/31,09/567,نیمه هادی عماد,نیمه هادی عماد - 29064,403J/01104,9505568.0,950556.8,10456124.8
88.0,فاکتور فروش,1403/04/03,09/083,سازه پویش,سازه پویش - 29066,403J/01097,3936807.0,393680.7,4330487.7
89.0,فاکتور فروش,1403/04/03,09/590,آقای بیعتی,فروزش پخش - 29044,403J/01099,3036200.0,303620.0,3339820.0
90.0,فاکتور فروش,1403/04/03,09/083,سازه پویش,سازه پویش - 812,403J/01097,3000000.0,300000.0,3300000.0
91.0,فاکتور فروش,1403/04/03,09/552,نیکو الکترونیک پیشرو,,پروژه عمومی,80629000.0,8062900.0,88691900.0
92.0,فاکتور فروش,1403/04/04,09/567,نیمه هادی عماد,نیمه هادی عماد - 29064,403J/01104,93733632.0,9373363.2,104139387.2
93.0,فاکتور فروش,1403/04/04,09/460,مهندسی مرصوص کام,مرصوص کام - 29070,403J/01105,31687416.8,3168741.7,35356158.5
94.0,فاکتور فروش,1403/04/09,09/460,مهندسی مرصوص کام,مرصوص کام - 29068,403J/01105,93745814.8,9374581.5,104057854.4
95.0,فاکتور فروش,1403/04/09,09/083,سازه پویش,سازه پویش - 814,403J/01097,9000000.0,900000.0,9900000.0
96.0,فاکتور فروش,1403/04/10,09/083,سازه پویش,سازه پویش - 29053,403J/01102,151819650.0,15181965.0,167001615.0
97.0,فاکتور فروش,1403/04/10,09/567,نیمه هادی عماد,نیمه هادی عماد - 29065,403J/01104,73229400.0,7322940.0,81284634.0
98.0,فاکتور فروش,1403/04/11,09/094,شیوا امواج,شیوا امواج - ‏_x001F_29029,403J/01088,663712436.0,66371243.6,730083679.6
99.0,فاکتور فروش,1403/04/11,09/094,شیوا امواج,شیوا امواج - ‏_x001F_28904,402J/01048,424423500.0,42442350.0,466865850.0
100.0,فاکتور فروش,1403/04/11,09/083,سازه پویش,سازه پویش - ‏_x001F_29072,403J/01097,4702256.0,470225.6,5172481.6
101.0,فاکتور فروش,1403/04/11,09/567,نیمه هادی عماد,نیمه هادی عماد - 29065,403J/01104,23042851.2,2304285.1,25577564.8
102.0,فاکتور فروش,1403/04/12,09/552,نیکو الکترونیک پیشرو,نیکو الکترونیک پیشرو - 28859,402N/03/010,4368800.0,436880.0,4805680.0
103.0,فاکتور فروش,1403/04/12,09/083,سازه پویش,سازه پویش - 29053,403J/01102,80970480.0,8097048.0,89067528.0
104.0,فاکتور فروش,1403/04/13,09/094,شیوا امواج,شیوا امواج - ‏_x001F_28887,402J/01048,27314704.0,2731470.4,30046174.4
105.0,فاکتور فروش,1403/04/13,09/083,سازه پویش,سازه پویش - 29053,403J/01102,101213100.0,10121310.0,111334410.0
106.0,فاکتور فروش,1403/04/14,09/083,سازه پویش,سازه پویش - 29053,403J/01102,141698340.0,14169834.0,155868174.0
107.0,فاکتور فروش,1403/04/16,09/083,سازه پویش,سازه پویش - 29053,403J/01102,101213100.0,10121310.0,111334410.0
108.0,فاکتور فروش,1403/04/17,09/083,سازه پویش,سازه پویش - 29053,403J/01102,202426200.0,20242620.0,222668820.0
109.0,فاکتور فروش,1403/04/18,09/083,سازه پویش,سازه پویش - 29053,403J/01102,202426200.0,20242620.0,222668820.0
110.0,فاکتور فروش,1403/04/19,09/083,سازه پویش,سازه پویش - 29053,403J/01102,131577030.0,13157703.0,144734733.0
111.0,فاکتور فروش,1403/04/20,09/083,سازه پویش,سازه پویش - 29053,403J/01102,101213100.0,10121310.0,111334410.0
112.0,فاکتور فروش,1403/04/24,09/083,سازه پویش,سازه پویش - 29053,403J/01102,404852400.0,40485240.0,445337640.0
113.0,فاکتور فروش,1403/04/24,09/083,سازه پویش,سازه پویش - 29056,403J/01102,1018989570.0,101898957.0,1120888527.0
114.0,فاکتور فروش,1403/04/24,09/083,سازه پویش,سازه پویش - 29054,403J/01102,769392500.0,76939250.0,846331750.0
115.0,فاکتور فروش,1403/04/24,09/094,شیوا امواج,شیوا امواج - 28930,402J/01048,612184000.0,61218400.0,673402400.0
116.0,فاکتور فروش,1403/04/24,09/094,شیوا امواج,شیوا امواج - 28935,402J/01048,440029268.7,44002926.9,484032195.6
117.0,فاکتور فروش,1403/04/24,09/094,شیوا امواج,شیوا امواج - ‏_x001F_29026,403J/01088,544197000.0,54419700.0,598616700.0
118.0,فاکتور فروش,1403/04/24,09/094,شیوا امواج,شیوا امواج - ‏_x001F_28870,402J/01048,619880000.0,61988000.0,681868000.0
119.0,فاکتور فروش,1403/04/30,09/083,سازه پویش,سازه پویش - 29053,403J/01102,202426200.0,20242620.0,222668820.0
120.0,فاکتور فروش,1403/04/31,09/083,سازه پویش,سازه پویش - 29060,403J/01102,1293866055.0,129386605.5,1423252660.5
121.0,فاکتور فروش,1403/05/02,09/083,سازه پویش,سازه پویش - 29060,403J/01102,319934893.5,31993489.3,351928382.8
122.0,فاکتور فروش,1403/05/02,09/089,مهندسی مهاران,مهندسی مهاران - 29081,403J/01107,4246363.0,424636.3,4670999.3
123.0,فاکتور فروش,1403/05/02,09/552,نیکو الکترونیک پیشرو,,پروژه عمومی,88941000.0,8894100.0,97835100.0
124.0,فاکتور فروش,1403/05/02,09/083,سازه پویش,سازه پویش - 29060,403J/01102,434185406.8,43418540.6,477603947.4
125.0,فاکتور فروش,1403/05/03,09/083,سازه پویش,سازه پویش - ‏_x001F_29103,403J/01114,4378495.0,437849.5,4816344.5
126.0,فاکتور فروش,1403/05/03,09/083,سازه پویش,سازه پویش - 817,403J/01114,3000000.0,300000.0,3300000.0
127.0,فاکتور فروش,1403/05/03,09/083,سازه پویش,سازه پویش - 29058,403J/01102,183306946.8,18330694.7,201637641.5
128.0,فاکتور فروش,1403/05/04,09/083,سازه پویش,سازه پویش - 818,403J/01114,3000000.0,300000.0,3300000.0
129.0,فاکتور فروش,1403/05/04,09/567,نیمه هادی عماد,نیمه هادی عماد - 29084,403J/01109,111570048.8,11157004.9,123703445.7
130.0,فاکتور فروش,1403/05/04,09/083,سازه پویش,سازه پویش - 29145,403J/01114,4419925.0,441992.5,4861917.5
131.0,فاکتور فروش,1403/05/06,09/038,فاراتل,فاراتل  - 29109,403J/01112,6827402.8,682740.3,7760143.1
132.0,فاکتور فروش,1403/05/06,09/038,فاراتل,فاراتل  - ‏_x001F_29076,403J/01106,68578400.0,6857840.0,76122024.0
133.0,فاکتور فروش,1403/05/10,09/552,نیکو الکترونیک پیشرو,نیکو الکترونیک پیشرو - ‏_x001F_28966,402N/03/012,127983000.0,12798300.0,140781300.0
134.0,فاکتور فروش,1403/05/10,09/038,فاراتل,فاراتل  - 29075,403J/01106,346048252.0,34604825.2,384316469.7
